Feature_Artist_ID,Song_ID
3TVXtAsR1Inumwj472S9r4,2zYs4BonN2ydkbrRk333SN
3TVXtAsR1Inumwj472S9r4,0nq6sfr8z1R5KJ4XUk396e
3TVXtAsR1Inumwj472S9r4,2RHlQk6I5dCNCAugYihe67
1RyvyyTE3xzB2ZywiAwp0i,34D6FJysnQioVingDKufuf
3TVXtAsR1Inumwj472S9r4,6wyhUr4Xw8z5uSy0AhoZfU
4q3ewBCX7sLwd24euuV69X,6ZprqcYFC6D9eIZaCoqrSn
3TVXtAsR1Inumwj472S9r4,6HrLsSVEk6C1X2EKmOEBxA
0fA0VVWsXO9YnASrzqfmYu,7F9cT6hIRhnFCYP6GKS0tf
3TVXtAsR1Inumwj472S9r4,0XGLsSU6wtfnKXiMNvQr61
50co4Is1HCEo8bhOyUWKpn,7bJ4mu7MHa3rHiNyKjOoSl
3TVXtAsR1Inumwj472S9r4,6j9iyrrmqWlQZ5SD1hSTaq
0Y5tJX1MQlPlqiwlOH1tJY,6ImxYXeLDQPIv4qo7bMhSk
55Aa2cqylxrFIXC767Z865,5aooThgj87ID0vgiyvcjPM
7c0XG5cIJTrrAgEC3ULPiq,5ScbulRnixQ2XAdvrPMFjz
3TVXtAsR1Inumwj472S9r4,43uQtNJUmlEdJtjbz6GdGL
7c0XG5cIJTrrAgEC3ULPiq,3mvYQKm8h6M5K5h0nVPY9S
3TVXtAsR1Inumwj472S9r4,7qLr3HMApUbyDkUvgIvHnB
3nFkdlSjzX9mRTtwJOzDYB,4ksuI04WMvUnJbHQjgs3L5
55Aa2cqylxrFIXC767Z865,63p3Slj0shAFP0Q7dQetj5
3TVXtAsR1Inumwj472S9r4,6N9U1wkWniSXD4TKD4ln0h
1RyvyyTE3xzB2ZywiAwp0i,7eYAHC0RbBF9eaqWzT34Aq
3TVXtAsR1Inumwj472S9r4,4Qd0pa3JO76UEwhos9JmN0
4r63FhuTkUYltbVAg5TQnk,4Qd0pa3JO76UEwhos9JmN0
5f7VJjfbwm532GiveGC0ZK,4Qd0pa3JO76UEwhos9JmN0
3TVXtAsR1Inumwj472S9r4,6WaTITmRsbzwERIWfdpSZo
3TVXtAsR1Inumwj472S9r4,3VCYe6mCXebBgcfzaxCVNI
55Aa2cqylxrFIXC767Z865,3VCYe6mCXebBgcfzaxCVNI
1sBkRIssrMs1AbVkOJbc7a,1QBwk6GTCxVdC2hoSw9tlM
3TVXtAsR1Inumwj472S9r4,1Gb6r4iX8w60t6OFTvWI4K
55Aa2cqylxrFIXC767Z865,1U4mweNwisxNj23ffuC9gO
3TVXtAsR1Inumwj472S9r4,63FrXif0Pdu4NAPvTh87mw
55Aa2cqylxrFIXC767Z865,50ceCGZ3oD3U5caQV5bP6f
1sBkRIssrMs1AbVkOJbc7a,50ceCGZ3oD3U5caQV5bP6f
2HPaUgqeutzr3jx5a9WyDV,5JUu0unA8VwhTZ9LkMWUVI
55Aa2cqylxrFIXC767Z865,74atKkOasLOVzvqB6mYgga
2HPaUgqeutzr3jx5a9WyDV,6oLHyWvmk6bKrA91EIYZBp
3TVXtAsR1Inumwj472S9r4,3Kwdm0iLyEiRB8InsZoo6n
1RyvyyTE3xzB2ZywiAwp0i,5fHrHoJKfCgBd35zwIBmUK
50co4Is1HCEo8bhOyUWKpn,5fHrHoJKfCgBd35zwIBmUK
5K4W6rqBFWDnAN6FQUkS6x,28irpKCCK9nn9DZSik2zEx
3TVXtAsR1Inumwj472S9r4,0zzSADn73wmeutMf6LK7x8
1sBkRIssrMs1AbVkOJbc7a,0zzSADn73wmeutMf6LK7x8
55Aa2cqylxrFIXC767Z865,0zzSADn73wmeutMf6LK7x8
3TVXtAsR1Inumwj472S9r4,5EMKS6mLi4JprJxy8IGdhT
1RyvyyTE3xzB2ZywiAwp0i,5EMKS6mLi4JprJxy8IGdhT
3TVXtAsR1Inumwj472S9r4,39liuGHPxn2sAyvO6DINor
3TVXtAsR1Inumwj472S9r4,5hTl2uxJGd1sbLtovguuuk
1URnnhqYAYcrqrcwql10ft,2nibvvDdAQkVraYP00z2RS
55Aa2cqylxrFIXC767Z865,0q7LGcVSpsIoSbjChtZ8lI
3TVXtAsR1Inumwj472S9r4,4o4wEDRqotccDTXiQ7TORu
3TVXtAsR1Inumwj472S9r4,5tkDCf3xKRZjT5RbCb3sZB
3TVXtAsR1Inumwj472S9r4,67ljDfbMAXlOVUXCOdBq3I
2YZyLoL8N0Wb9xBt1NhZWg,1ZyudLFv35SRvY5SvTZqJx
3TVXtAsR1Inumwj472S9r4,2Rmuzh89p29BeTIF63Opwo
3TVXtAsR1Inumwj472S9r4,27mF2eUbhExYWiOT0y9cuc
2HPaUgqeutzr3jx5a9WyDV,24FUBxaAYSBlWsbSnEzDcn
3TVXtAsR1Inumwj472S9r4,4UaWrzY75h1tAvlxa4NKP9
5K4W6rqBFWDnAN6FQUkS6x,4UaWrzY75h1tAvlxa4NKP9
6icQOAFXDZKsumw3YXyusw,17IBDpAl3J39swaoPlfGpp
3TVXtAsR1Inumwj472S9r4,7qje9qxLncMESiPeI27SAn
3TVXtAsR1Inumwj472S9r4,63OshgWbxCtI1WHb5C0Txd
6cEuCEZu7PAE9ZSzLLc2oQ,63OshgWbxCtI1WHb5C0Txd
3TVXtAsR1Inumwj472S9r4,1Ug1mV9h5qVSs4rvvnQWux
3TVXtAsR1Inumwj472S9r4,0hRPRbA2B1CYmGNhWhFjwF
2iojnBLj0qIMiKPvVhLnsH,6NwhtCYkfwWlcR62Ac4E7y
55Aa2cqylxrFIXC767Z865,6NwhtCYkfwWlcR62Ac4E7y
3DiDSECUqqY1AuBP8qtaIa,73tgFzBug5Ifk1Retdtwk7
3TVXtAsR1Inumwj472S9r4,5fgTKJ5PTbRLzem1tkfFjx
3TVXtAsR1Inumwj472S9r4,4rdPNHlIYUbSfa4iuQ7ccz
3TVXtAsR1Inumwj472S9r4,43xzI2dp9CTUsmZXjm1voH
3TVXtAsR1Inumwj472S9r4,0XqGHtlXsdVW2n8HJ3KyeE
3TVXtAsR1Inumwj472S9r4,2uw8vslyCoFLQsoPcIhen5
3TVXtAsR1Inumwj472S9r4,3y6e01poVQDru5OLUu8nhE
3TVXtAsR1Inumwj472S9r4,2of5xn0GU0TdFneR1saRLH
55Aa2cqylxrFIXC767Z865,4gaz3uvhKgO078XcdzyPsl
3TVXtAsR1Inumwj472S9r4,4gaz3uvhKgO078XcdzyPsl
17lzZA2AlOHwCwFALHttmp,1XWcdNQvGrX32fH09CwuWI
3TVXtAsR1Inumwj472S9r4,1XWcdNQvGrX32fH09CwuWI
3TVXtAsR1Inumwj472S9r4,32UIpKdyGzgTPTO8e5ge5c
55Aa2cqylxrFIXC767Z865,2hcohLIysMxofYziluXCoX
6l3HvQ5sa6mXTsMTB19rO5,2ut4BOQSqxLpcX5MtPjzYa
3TVXtAsR1Inumwj472S9r4,3C9UV0uRiF3DAKe1tCWIdU
3TVXtAsR1Inumwj472S9r4,43VsJuap6AoKejRD4a8owV
3nFkdlSjzX9mRTtwJOzDYB,0PWQqF5PvqRq0OPLSH0FKI
3TVXtAsR1Inumwj472S9r4,5ORf8BZMbq4xN9kiumrPcQ
3TVXtAsR1Inumwj472S9r4,2pwPtne9zCNTsyYZDLHxDf
3TVXtAsR1Inumwj472S9r4,6DzTaNNwdUXiJI1l0u6wNe
3TVXtAsR1Inumwj472S9r4,05CTjmZKjZoCKQvM1Ldq9M
3TVXtAsR1Inumwj472S9r4,2VkusCBEW3EtnXdlZ3V3U5
3TVXtAsR1Inumwj472S9r4,0FEZedp3QtZK11jcphYQ4y
3TVXtAsR1Inumwj472S9r4,2k79z9A1dbdQ8gQG8M1Zz5
6l3HvQ5sa6mXTsMTB19rO5,2xUHiyGeGrWmmfv7NbDTWC
3TVXtAsR1Inumwj472S9r4,1IWXAWo4u0H1D0QvSpvldn
1sBkRIssrMs1AbVkOJbc7a,18t8ypY0HYaQuGBxg2KdT2
3TVXtAsR1Inumwj472S9r4,4FcvYEVtmB0UuIPbdzwqsH
3TVXtAsR1Inumwj472S9r4,5xghqAlCLGE8K8kzp76ZqL
3TVXtAsR1Inumwj472S9r4,1TgStpMGTflN84asKJ8VU3
3TVXtAsR1Inumwj472S9r4,11eVz92Nm7b2CTgA8OJVwp
3TVXtAsR1Inumwj472S9r4,46ymJU8Bt4i3nj91UV1WPk
3TVXtAsR1Inumwj472S9r4,4QKMuKPhCK8Aji8MaeJL4T
5K4W6rqBFWDnAN6FQUkS6x,4QKMuKPhCK8Aji8MaeJL4T
3TVXtAsR1Inumwj472S9r4,4l92XvEkDAwCSlN0pgHdUk
3TVXtAsR1Inumwj472S9r4,51B1RzOwX8ybRMb66Rhsmu
3TVXtAsR1Inumwj472S9r4,6uFG0BRd3BaonWjEGuHYAh
55Aa2cqylxrFIXC767Z865,2TWSilrWcTrgVKcP8kfEfg
3TVXtAsR1Inumwj472S9r4,5LLc3Nn2FCLJXvNJ4a2UxS
1URnnhqYAYcrqrcwql10ft,38OxzrXfvFjyKWtgAkWdOK
3TVXtAsR1Inumwj472S9r4,2NMIcon70yj6ymGshnrjMI
3TVXtAsR1Inumwj472S9r4,3922kPG1JMYBNhACLo9j3f
55Aa2cqylxrFIXC767Z865,3922kPG1JMYBNhACLo9j3f
3TVXtAsR1Inumwj472S9r4,3Qnqmo5wfuEpMKf8b9Cg1n
1RyvyyTE3xzB2ZywiAwp0i,1uUKLjIKSEKxJq7Z8Q4ybv
3TVXtAsR1Inumwj472S9r4,1uUKLjIKSEKxJq7Z8Q4ybv
3TVXtAsR1Inumwj472S9r4,4Ts1UoW3wR0GdmEiGxhlX2
3TVXtAsR1Inumwj472S9r4,637A7SaHyjxQEHyUMb30hx
3TVXtAsR1Inumwj472S9r4,6yQ1QRBRRKKtS7keL32QqG
55Aa2cqylxrFIXC767Z865,6yQ1QRBRRKKtS7keL32QqG
3nFkdlSjzX9mRTtwJOzDYB,0mcrxVVgQd6jUpLArEB4k6
3TVXtAsR1Inumwj472S9r4,0mcrxVVgQd6jUpLArEB4k6
3TVXtAsR1Inumwj472S9r4,7vf8yaBjR5LK9xoArmfWkA
3TVXtAsR1Inumwj472S9r4,1A0qqpBZTPWO2H7tyOBqlE
3TVXtAsR1Inumwj472S9r4,1RKSWMAwBTuwhYkZlYskqw
3TVXtAsR1Inumwj472S9r4,15kyiQzIia6mZ6XkFHVuB5
3TVXtAsR1Inumwj472S9r4,3h3GCDFiFOdLu3aKGF48tU
3TVXtAsR1Inumwj472S9r4,5AvjYfR503qwTxRT3KHNZF
3TVXtAsR1Inumwj472S9r4,3CP32FhNTfoHTbAxYc3nJn
6cEuCEZu7PAE9ZSzLLc2oQ,3CP32FhNTfoHTbAxYc3nJn
3TVXtAsR1Inumwj472S9r4,6itZrLa5l4giFBbjNi9zUt
5K4W6rqBFWDnAN6FQUkS6x,6itZrLa5l4giFBbjNi9zUt
3TVXtAsR1Inumwj472S9r4,0z1wYL8FalelcThBPnwTps
3TVXtAsR1Inumwj472S9r4,3aIDdmsRFNgZNXzkgRwqUG
3TVXtAsR1Inumwj472S9r4,2tYzBN5rGuA6qVwxDKk1Ip
5K4W6rqBFWDnAN6FQUkS6x,2tYzBN5rGuA6qVwxDKk1Ip
3TVXtAsR1Inumwj472S9r4,4Y6MhzhiMo6kdJ7WpXm2D0
3TVXtAsR1Inumwj472S9r4,4Xu9IUWFfEkW8YZw6orPGd
3TVXtAsR1Inumwj472S9r4,4XeowjWZXzdrWAVGiS4Ppt
3TVXtAsR1Inumwj472S9r4,0SlZOY1DUQyyXcUE0QYgiK
17lzZA2AlOHwCwFALHttmp,21Bmw8xCfykDBHo2UdjISp
3TVXtAsR1Inumwj472S9r4,21Bmw8xCfykDBHo2UdjISp
3TVXtAsR1Inumwj472S9r4,6NaY8IfAPu9qcIL8blwAZv
3TVXtAsR1Inumwj472S9r4,7yz2gGAf8i13FnAu4JmC6Q
3TVXtAsR1Inumwj472S9r4,74Xq55d0irPDchHgYMBSHV
3TVXtAsR1Inumwj472S9r4,1GPjx8WOcdZCmqAXn5ULhQ
6l3HvQ5sa6mXTsMTB19rO5,0Mt4kFSqMDBX4jezEUtujl
3TVXtAsR1Inumwj472S9r4,7s9NZAAJYb7OFXGZtWleHw
3TVXtAsR1Inumwj472S9r4,530TnwMM7V5TWOZaCCWZIl
0A0FS04o6zMoto8OKPsDwY,530TnwMM7V5TWOZaCCWZIl
3TVXtAsR1Inumwj472S9r4,7yOfFxDE2kZtDKa2B54MkS
3TVXtAsR1Inumwj472S9r4,6UWBlWyVWBoCCmxN1H8XIM
2YZyLoL8N0Wb9xBt1NhZWg,1ioizhTdxlHVSyRLnlKYsV
3TVXtAsR1Inumwj472S9r4,1ioizhTdxlHVSyRLnlKYsV
13ubrt8QOOCPljQ2FL1Kca,1ioizhTdxlHVSyRLnlKYsV
3TVXtAsR1Inumwj472S9r4,1pquHpYpyPvgJppcVkhDLd
3TVXtAsR1Inumwj472S9r4,2SIsCEBQC4DwYEJC2zbZPn
3TVXtAsR1Inumwj472S9r4,5W8XOB2cFYE1JGn2ef2ocN
3TVXtAsR1Inumwj472S9r4,5JEnw81UmKRf1LRvHJqwR8
3TVXtAsR1Inumwj472S9r4,2ijGGyn5LP78zDwNgvveDR
3TVXtAsR1Inumwj472S9r4,2mq864h8UF7HlanYq6W7ym
3TVXtAsR1Inumwj472S9r4,6ddUkjwJBJBJ9Ehv6r4pS9
55Aa2cqylxrFIXC767Z865,3AEiI9hNGDRQaM7CkJfS9c
3TVXtAsR1Inumwj472S9r4,3AEiI9hNGDRQaM7CkJfS9c
3TVXtAsR1Inumwj472S9r4,46RePvqEOXlzp9PuW9o9DZ
20sxb77xiYeusSH8cVdatc,6sA7huTobuXu32ebWGMyq7
3TVXtAsR1Inumwj472S9r4,6sA7huTobuXu32ebWGMyq7
3TVXtAsR1Inumwj472S9r4,5NpFqZkoneFHxFAohZsHJI
3TVXtAsR1Inumwj472S9r4,7xz6alIUBygxEMwxd7OtMy
4q3ewBCX7sLwd24euuV69X,7xz6alIUBygxEMwxd7OtMy
5ZsFI1h6hIdQRw2ti0hz81,55n9yjI6qqXh5F2mYvUc2y
20JZFwl6HVl6yg8a4H3ZqK,2Rk4JlNc2TPmZe2af99d45
4LEiUm1SRbFMgfqnQTwUbQ,4pvb0WLRcMtbPGmtejJJ6y
6eUKZXaKkcviH0Ku9w2n3V,2x0WlnmfG39ZuDmstl9xfX
1RyvyyTE3xzB2ZywiAwp0i,2x0WlnmfG39ZuDmstl9xfX
246dkjvS1zLTtiykXe5h60,6dODwocEuGzHAavXqTbwHv
00FQb4jTyendYWaN8pK0wa,1wtOxkiel43cVs0Yux5Q4h
6eUKZXaKkcviH0Ku9w2n3V,3Z1kZKYfRC8iRXnYeC5sCJ
06HL4z0CvFAxyc27GXpf02,4wFUdSCer8bdQsrp1M90sa
4LEiUm1SRbFMgfqnQTwUbQ,3O5osWf1rSoKMwe6E9ZaXP
4YLtscXsxbVgi031ovDDdh,4CkgMiMqZ5JzW9iYXSTMTL
00FQb4jTyendYWaN8pK0wa,4zmKGsrXjLmljb5fTaBTot
2YZyLoL8N0Wb9xBt1NhZWg,6xsEAm6w9oMQYYg3jkEkMT
1moxjboGR7GNWYIMWsRjgG,5ExOm0dh4NyRyAdSAO9hyM
6eUKZXaKkcviH0Ku9w2n3V,7qEUFOVcxRI19tbT68JcYK
6eUKZXaKkcviH0Ku9w2n3V,4IQkfUsrwXol38VV3U7t7T
06HL4z0CvFAxyc27GXpf02,1MaqkdFNIKPdpQGDzme5ss
06HL4z0CvFAxyc27GXpf02,73W5aXorr5vxrySFcoZqIN
4UXqAaa6dQYAk18Lv7PEgX,4e3ZNTAV6PCrdYMUrUlMpQ
06HL4z0CvFAxyc27GXpf02,3r9bgSJlJz2zlevcBRYXko
2YZyLoL8N0Wb9xBt1NhZWg,6qAcApH8obo8eqatCKUHd9
06HL4z0CvFAxyc27GXpf02,645Exr2lJIO45Guht3qyIa
06HL4z0CvFAxyc27GXpf02,6INztpNwOTlfSKTuPo0HOP
4LEiUm1SRbFMgfqnQTwUbQ,7N015NTIWGjQDddHUdHPoO
4bL2B6hmLlMWnUEZnorEtG,5KxZfCXXmVvKhPo8hQz2pS
06HL4z0CvFAxyc27GXpf02,7wo2UNeQBowm28hfAJsEMz
06HL4z0CvFAxyc27GXpf02,06FXaDDdg0BzXl15cthMS5
06HL4z0CvFAxyc27GXpf02,0hhzNPE68LWLfgZwdpxVdR
6cEuCEZu7PAE9ZSzLLc2oQ,5VDHMi7own9vDZjiwDES1e
246dkjvS1zLTtiykXe5h60,1gejz5ROvJBUb6WJzkMAcc
06HL4z0CvFAxyc27GXpf02,7JKwboSAWRHJI5U1XGTqS3
6eUKZXaKkcviH0Ku9w2n3V,4cag67C3v9ToeFivUwDUsE
1RyvyyTE3xzB2ZywiAwp0i,4cag67C3v9ToeFivUwDUsE
6nVcHLIgY5pE2YCl8ubca1,4MzXwWMhyBbmu6hOcLVD49
37230BxxYs9ksS7OkZw3IU,6Sq7ltF9Qa7SNFBsV5Cogx
0GM7qgcRCORpGnfcN2tCiB,71wFwRo8xGc4lrcyKwsvba
3TVXtAsR1Inumwj472S9r4,3gE4eQH3K83Sght0ZLvuBK
1TtXnWcUs0FCkaZDPGYHdf,3V8UKqhEK5zBkBb6d6ub8i
1i8SpTcr7yvPOmcqrbnVXY,3V8UKqhEK5zBkBb6d6ub8i
1SupJlEpv7RS2tPNRaHViT,3V8UKqhEK5zBkBb6d6ub8i
7ltDVBr6mKbRvohxheJ9h1,2XIc1pqjXV3Cr2BQUGNBck
4VMYDCV2IEDYJArk749S6m,69vlMrzHwATKzupwNcUPyK
12vb80Km0Ew53ABfJOepVz,2DEZmgHKAvm41k4J3R2E9Y
4SsVbpTthjScTS7U2hmr1X,6C1RD7YQVvt3YQj0CmuTeu
12vb80Km0Ew53ABfJOepVz,6C1RD7YQVvt3YQj0CmuTeu
64aJYyrXljOodnUG6jvhRD,6C1RD7YQVvt3YQj0CmuTeu
2T1aUibqR2QC2sINIDQOAK,6C1RD7YQVvt3YQj0CmuTeu
0GM7qgcRCORpGnfcN2tCiB,0EhpEsp4L0oRGM0vmeaN5e
6nVcHLIgY5pE2YCl8ubca1,41oY4WCTj5kccfesTVFnvN
1mcTU81TzQhprhouKaTkpq,4tYFy8ALRjIZvnvSLw5lxN
2LRoIwlKmHjgvigdNGBHNo,7iQXYTyuG13aoeHxGG28Nh
6nVcHLIgY5pE2YCl8ubca1,6KFjMJJq8UZpfUyDgeH0Yl
77ziqFxp5gaInVrF2lj4ht,38RIEav39FGi86jppxO0du
